id,round,labels,llm_ranks,chaosnli_ranks,kendall_tau
57454e,round_1,"e,n,c","[2, 1, 2]","[2, 1, 3]",0.816496580927726
58016c,round_1,"e,n,c","[1, 2, 2]","[3, 2, 1]",-0.816496580927726
58357c,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
58557e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
58954c,round_1,"e,n,c","[1, 1, 1]","[3, 2, 1]",
59208n,round_1,"e,n,c","[2, 1, 2]","[3, 1, 2]",0.816496580927726
59934n,round_1,"e,n,c","[1, 1, 1]","[2, 1, 3]",
60732n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
6105e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
61216c,round_1,"e,n,c","[1, 1, 1]","[3, 2, 1]",
61429c,round_1,"e,n,c","[1, 1, 1]","[3, 2, 1]",
61818n,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
62238e,round_1,"e,n,c","[1, 2, 2]","[1, 2, 3]",0.816496580927726
62273n,round_1,"e,n,c","[2, 1, 1]","[1, 1, 2]",-0.49999999999999994
63013n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
63218n,round_1,"e,n,c","[1, 1, 2]","[2, 1, 3]",0.816496580927726
63469c,round_1,"e,n,c","[2, 1, 1]","[3, 1, 2]",0.816496580927726
6386n,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
64123c,round_1,"e,n,c","[2, 1, 3]","[3, 2, 1]",-0.33333333333333337
65066n,round_1,"e,n,c","[2, 1, 2]","[3, 1, 2]",0.816496580927726
65130n,round_1,"e,n,c","[2, 1, 2]","[2, 1, 3]",0.816496580927726
65199n,round_1,"e,n,c","[1, 1, 1]","[2, 1, 3]",
65353n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
65650e,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
65879c,round_1,"e,n,c","[2, 1, 1]","[3, 2, 1]",0.816496580927726
66185c,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
66225n,round_1,"e,n,c","[1, 1, 2]","[3, 1, 2]",0.0
66689c,round_1,"e,n,c","[2, 1, 1]","[3, 2, 1]",0.816496580927726
66858n,round_1,"e,n,c","[1, 2, 3]","[1, 2, 3]",1.0
67571c,round_1,"e,n,c","[1, 1, 1]","[3, 2, 1]",
67610c,round_1,"e,n,c","[1, 1, 2]","[1, 3, 2]",0.0
67836n,round_1,"e,n,c","[1, 1, 2]","[3, 1, 2]",0.0
68946c,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
69815n,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
69975n,round_1,"e,n,c","[2, 1, 2]","[3, 1, 2]",0.816496580927726
70047c,round_1,"e,n,c","[2, 1, 2]","[2, 1, 3]",0.816496580927726
70590c,round_1,"e,n,c","[2, 1, 1]","[3, 2, 1]",0.816496580927726
70711c,round_1,"e,n,c","[2, 1, 2]","[3, 2, 1]",0.0
71251n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
72721e,round_1,"e,n,c","[2, 1, 1]","[2, 1, 3]",0.0
72740c,round_1,"e,n,c","[2, 1, 1]","[3, 2, 1]",0.816496580927726
72870c,round_1,"e,n,c","[1, 1, 1]","[3, 2, 1]",
72870n,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
72875e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
73191n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
73260n,round_1,"e,n,c","[1, 3, 2]","[1, 2, 3]",0.33333333333333337
73444n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
73518n,round_1,"e,n,c","[2, 1, 2]","[3, 2, 1]",0.0
73840n,round_1,"e,n,c","[1, 1, 1]","[2, 1, 3]",
74377e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
7449e,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
74509n,round_1,"e,n,c","[2, 1, 3]","[1, 3, 2]",-0.33333333333333337
74534n,round_1,"e,n,c","[2, 1, 2]","[3, 1, 2]",0.816496580927726
74768e,round_1,"e,n,c","[2, 1, 3]","[1, 2, 3]",0.33333333333333337
75259c,round_1,"e,n,c","[2, 1, 2]","[2, 1, 3]",0.816496580927726
75572n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
76020e,round_1,"e,n,c","[2, 1, 1]","[1, 3, 2]",-0.816496580927726
76037n,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
76219n,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
76947n,round_1,"e,n,c","[2, 1, 2]","[2, 1, 3]",0.816496580927726
76957c,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
77025c,round_1,"e,n,c","[1, 1, 2]","[3, 2, 1]",-0.816496580927726
77116e,round_1,"e,n,c","[2, 1, 2]","[2, 1, 3]",0.816496580927726
77299n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
77590c,round_1,"e,n,c","[1, 1, 2]","[2, 1, 3]",0.816496580927726
77654e,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
77875e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
77893n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
78105e,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
7856c,round_1,"e,n,c","[1, 2, 2]","[3, 1, 2]",-0.816496580927726
79013n,round_1,"e,n,c","[1, 1, 2]","[2, 1, 3]",0.816496580927726
79106e,round_1,"e,n,c","[1, 1, 1]","[2, 1, 3]",
79141n,round_1,"e,n,c","[1, 2, 1]","[1, 2, 3]",0.0
79507e,round_1,"e,n,c","[1, 2, 3]","[1, 2, 3]",1.0
80109n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
80517e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
80630e,round_1,"e,n,c","[2, 1, 3]","[1, 2, 3]",0.33333333333333337
80808n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
80930n,round_1,"e,n,c","[1, 1, 1]","[2, 1, 3]",
81356e,round_1,"e,n,c","[1, 1, 1]","[1, 3, 2]",
81579e,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
81842c,round_1,"e,n,c","[1, 1, 2]","[3, 1, 2]",0.0
82156e,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
82174e,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
8219n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
82230e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
82415n,round_1,"e,n,c","[3, 1, 2]","[1, 3, 2]",-1.0
82510c,round_1,"e,n,c","[1, 1, 1]","[3, 2, 1]",
82510e,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
82528c,round_1,"e,n,c","[1, 1, 1]","[2, 3, 1]",
8257n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
82700c,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
82830n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 2]",
83247e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
83248c,round_1,"e,n,c","[1, 1, 1]","[3, 2, 1]",
83657c,round_1,"e,n,c","[2, 1, 1]","[3, 1, 2]",0.816496580927726
83722e,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
837n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
83900e,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
84055n,round_1,"e,n,c","[2, 1, 1]","[3, 1, 2]",0.816496580927726
84781c,round_1,"e,n,c","[2, 1, 1]","[3, 1, 2]",0.816496580927726
84781e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
8487n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
85279n,round_1,"e,n,c","[1, 1, 1]","[2, 1, 3]",
85428e,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
8545c,round_1,"e,n,c","[1, 1, 2]","[3, 2, 1]",-0.816496580927726
86331e,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
86429n,round_1,"e,n,c","[1, 1, 2]","[3, 1, 2]",0.0
87332c,round_1,"e,n,c","[3, 1, 2]","[3, 2, 1]",0.33333333333333337
88050c,round_1,"e,n,c","[2, 1, 1]","[2, 3, 1]",0.0
88188e,round_1,"e,n,c","[1, 1, 2]","[2, 1, 3]",0.816496580927726
88605e,round_1,"e,n,c","[2, 1, 3]","[1, 2, 3]",0.33333333333333337
88605n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
88646c,round_1,"e,n,c","[1, 2, 2]","[3, 2, 1]",-0.816496580927726
89995c,round_1,"e,n,c","[2, 2, 1]","[1, 2, 3]",-0.816496580927726
90548e,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
91106n,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
91601n,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
91650n,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
91709c,round_1,"e,n,c","[1, 1, 2]","[3, 1, 2]",0.0
91797c,round_1,"e,n,c","[2, 1, 2]","[3, 2, 1]",0.0
917c,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
91913n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
92062c,round_1,"e,n,c","[2, 1, 1]","[3, 1, 2]",0.816496580927726
92774n,round_1,"e,n,c","[3, 1, 2]","[3, 2, 1]",0.33333333333333337
93236c,round_1,"e,n,c","[2, 1, 1]","[3, 2, 1]",0.816496580927726
93357c,round_1,"e,n,c","[2, 1, 2]","[3, 2, 1]",0.0
9393n,round_1,"e,n,c","[2, 1, 1]","[3, 1, 2]",0.816496580927726
93955n,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
94674c,round_1,"e,n,c","[3, 1, 2]","[3, 1, 2]",1.0
95186n,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
9557e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
95883e,round_1,"e,n,c","[1, 1, 2]","[1, 3, 2]",0.0
96516e,round_1,"e,n,c","[1, 2, 1]","[1, 2, 3]",0.0
96583n,round_1,"e,n,c","[2, 1, 1]","[3, 1, 2]",0.816496580927726
96946n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
96956c,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
97011c,round_1,"e,n,c","[2, 1, 1]","[1, 2, 2]",-0.9999999999999999
97520e,round_1,"e,n,c","[1, 2, 2]","[1, 2, 3]",0.816496580927726
97569e,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
97926c,round_1,"e,n,c","[1, 2, 2]","[3, 2, 1]",-0.816496580927726
97926n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
98445c,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
98487c,round_1,"e,n,c","[2, 1, 1]","[3, 1, 2]",0.816496580927726
98561e,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
98621n,round_1,"e,n,c","[2, 1, 1]","[3, 1, 2]",0.816496580927726
98710n,round_1,"e,n,c","[3, 1, 2]","[2, 1, 3]",0.33333333333333337
98739n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
98844n,round_1,"e,n,c","[2, 1, 1]","[3, 2, 1]",0.816496580927726
98944c,round_1,"e,n,c","[2, 1, 2]","[3, 1, 2]",0.816496580927726
99708e,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
99791n,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
